id,created_at,category,title,description,challenge_id_text
4465,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0465
4466,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0466
4467,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0467
4468,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0468
4469,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0469
4470,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0470
4471,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0471
4472,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0472
4473,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0473
4474,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0474
4475,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0475
4476,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0476
4477,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0477
4478,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0478
4479,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0479
4480,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0480
4481,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0481
4482,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0482
4483,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0483
4484,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0484
4485,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0485
4486,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0486
4487,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0487
4488,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0488
4489,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0489
4490,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0490
4491,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0491
4492,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0492
4493,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0493
4494,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0494
4495,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0495
4496,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0496
4497,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0497
4498,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0498
4499,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0499
4500,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0500
4501,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0501
4502,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0502
4503,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0503
4504,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0504
4505,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0505
4506,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0506
4507,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0507
4508,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0508
4509,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0509
4510,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0510
4511,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0511
4512,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0512
4513,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0513
4514,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0514
4515,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0515
4516,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0516
4517,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0517
4518,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0518
4519,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0519
4520,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0520
4521,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0521
4522,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0522
4523,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0523
4524,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0524
4525,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0525
4526,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0526
4527,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0527
4528,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0528
4529,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0529
4530,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0530
4531,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0531
4532,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0532
4533,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0533
4534,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0534
4535,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0535
4536,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0536
4537,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0537
4538,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0538
4539,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0539
4540,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0540
4541,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0541
4542,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0542
4543,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0543
4544,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0544
4545,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0545
4546,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0546
4547,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0547
4548,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0548
4549,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0549
4550,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0550
4551,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0551
4552,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0552
4553,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0553
4554,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0554
4555,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0555
4556,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0556
4557,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0557
4558,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0558
4559,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0559
4560,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0560
4561,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0561
4562,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0562
4563,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0563
4564,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0564
4565,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0565
4566,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0566
4567,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0567
4568,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0568
4569,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0569
4570,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0570
4571,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0571
4572,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0572
4573,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0573
4574,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0574
4575,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0575
4576,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0576
4577,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0577
4578,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0578
4579,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0579
4580,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0580
4581,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0581
4582,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0582
4583,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0583
4584,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0584
4585,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0585
4586,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0586
4587,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0587
4588,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0588
4589,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0589
4590,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0590
4591,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0591
4592,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0592
4593,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0593
4594,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0594
4595,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0595
4596,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0596
4597,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0597
4598,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0598
4599,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0599
4600,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0600
4601,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0601
4602,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0602
4603,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0603
4604,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0604
4605,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0605
4606,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0606
4607,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0607
4608,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0608
4609,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0609
4610,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0610
4611,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0611
4612,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0612
4613,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0613
4614,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0614
4615,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0615
4616,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0616
4617,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0617
4618,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0618
4619,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0619
4620,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0620
4621,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0621
4622,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0622
4623,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0623
4624,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0624
4625,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0625
4626,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0626
4627,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0627
4628,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0628
4629,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0629
4630,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0630
4631,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0631
4632,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0632
4633,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0633
4634,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0634
4635,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0635
4636,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0636
4637,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0637
4638,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0638
4639,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0639
4640,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0640
4641,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0641
4642,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0642
4643,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0643
4644,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0644
4645,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0645
4646,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0646
4647,2025-07-22T08:59:27.438182,Self-Worth,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,SEL-0647
4648,2025-07-22T08:59:27.438182,Self-Worth,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,SEL-0648
4649,2025-07-22T08:59:27.438182,Self-Worth,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",SEL-0649
4650,2025-07-22T08:59:27.438182,Self-Worth,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,SEL-0650
4651,2025-07-22T08:59:27.438182,Self-Worth,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",SEL-0651
4652,2025-07-22T08:59:27.438182,Self-Worth,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",SEL-0652
4653,2025-07-22T08:59:27.438182,Self-Worth,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,SEL-0653
4654,2025-07-22T08:59:27.438182,Self-Worth,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",SEL-0654
4655,2025-07-22T08:59:27.438182,Self-Worth,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",SEL-0655
4656,2025-07-22T08:59:27.438182,Self-Worth,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",SEL-0656
